app_package,review,rating,votes,date,uid,formated_date,unix_timestamp,app_category
com.game.idle.fantasy,haven't been on long enough to give a very detailed experience,4,0,"March 26, 2019",mYqBX7HqqxiK1ByO,2019-03-26,1553572800.0,Role Playing
com.bandainamcoent.saoars,"I didn't know why I already spent money on this game, it's very pay to win and can be very boring after you've done all of the easy stuff. Controls are pretty bad imo, but the interface for the battle scenes are nice. But I'd say I would stick to Memory Defrag since the controls and gameplay are pretty good. I wish I could get my money back after spending it all on a gacha thay gave me nothing but garbage 2 stars on, which is why I gace 2 stars as well. TL;DR: Bad Pay to Win Gacha Cash Grab.",2,3,"November 21, 2019",mYqBX7HqqxiK1ByO,2019-11-21,1574312400.0,Role Playing
com.textra,"The ability to schedule text messages edges out base Google Messenger. I just wish it were a little more seamless. For instance, from quick responses on a received text you have to open the options drop down then select open app to fully access the app. Seems like this could be simpler with a direct button/link from the quick response or the ability to customize buttons available from quick launch. Response to app team: should be able to quick respond AND open app easily. Not one or the other",4,2,"January 20, 2020",mYqBX7HqqxiK1ByO,2020-01-20,1579496400.0,Communication
com.coffeebeanventures.easyvoicerecorder,Recorded 55 minutes long in-depth interview for school. Guess what? No audio was recorded at all. If i could i would have given -5 🌟. Plus too many ads.,1,0,"September 7, 2020",mYqBX7HqqxiK1ByO,2020-09-07,1599451200.0,Productivity
com.tap4fun.kissofwar.googleplay,So far very mixed results with their new upgrade nothing is working right i would not recommend this game just yet.,2,1,"November 5, 2020",mYqBX7HqqxiK1ByO,2020-11-05,1604552400.0,Strategy
org.nanobit.taboo,Can't really enjoy the experience unless you pay money. No way to recoup gems unless you pay money. Major disappointment!,2,2,"November 22, 2020",mYqBX7HqqxiK1ByO,2020-11-22,1606021200.0,Role Playing
doh.health.shield,tth,4,0,"February 18, 2021",mYqBX7HqqxiK1ByO,2021-02-18,1613624400.0,Medical
com.booster.gameboostermega,Useless so lagging,1,0,"September 4, 2021",mYqBX7HqqxiK1ByO,2021-09-04,1630728000.0,Libraries & Demo
com.disney.wheresmywater2_goo,It's such a fun game I've played it for an hour and I'm still not bord. You should 100% download it!😃,5,1,"September 16, 2021",mYqBX7HqqxiK1ByO,2021-09-16,1631764800.0,Puzzle
com.cookapps.sunnyhouse,Okay,4,1,"September 28, 2021",mYqBX7HqqxiK1ByO,2021-09-28,1632801600.0,Puzzle
com.pubg.newstate,Overall it's good...but movement is not as smooth as expected (even after trying all sorts of setting) and even switching gun/ getting out/in from vehicle is little late not as quick as I expected.... It's good though...PUBG to BGMI to New State.... I want movement & switching system to be like Old PUBG THANK YOU,4,0,"November 18, 2021",mYqBX7HqqxiK1ByO,2021-11-18,1637211600.0,Action
com.papegames.nn4.en,"It's a good game, but I downloaded the resource pack that says it'll give you more outfits yet after I downloaded it I didn't notice any changes. How do you access the resource pack items?",4,0,"January 7, 2022",mYqBX7HqqxiK1ByO,2022-01-07,1641531600.0,Role Playing
tv.twitch.android.app,I'm hate this APP,1,0,"March 2, 2022",mYqBX7HqqxiK1ByO,2022-03-02,1646197200.0,Entertainment
com.buff.game.appmobile,Why gadgets are only USA not to India? Add global filter to store,1,0,"March 7, 2022",mYqBX7HqqxiK1ByO,2022-03-07,1646629200.0,Entertainment
com.vlv.aravali,Really nice platform to listen great audio books and book summaries. It's really affordable too.,5,0,"March 10, 2022",mYqBX7HqqxiK1ByO,2022-03-10,1646888400.0,Music & Audio
com.northcube.sleepcycle,"Worked ok for first three nights then didn't so it undermines confidence in the results, e.g. it incorrectly showed I'd had deep sleep without waking all night when I'd actually woken up a few times. Also, the link to pay for premium content did not work :(",2,0,"March 26, 2022",mYqBX7HqqxiK1ByO,2022-03-26,1648267200.0,Health & Fitness
com.easytech.wc4.android,Too difficult. Impossible to complete or progress after a certain level without cashing for upgrades and officers. Really disappointing,2,1,"November 12, 2017",mZF6Y7hpcpgstFcI,2017-11-12,1510462800.0,Strategy
com.google.samples.apps.cardboarddemo,Jakhere chandrakant,1,0,"May 13, 2021",mZF6Y7hpcpgstFcI,2021-05-13,1620878400.0,Libraries & Demo
com.downdogapp,A fantastic great value money app with good options. Great team running this app. I just wish they'd bring back all the customisations that the app previously had (ie: being able to just work lower back only etc),4,5,"October 28, 2021",mZF6Y7hpcpgstFcI,2021-10-28,1635393600.0,Health & Fitness
com.snapchat.android,I like the app. I just hate that all of your conversations & pics disappear after 24 hours.,5,1,"December 23, 2021",mZF6Y7hpcpgstFcI,2021-12-23,1640235600.0,Communication
com.victoriassecret.vsaa,Too expensive!!! bought a perfume did not have anything inside it!!!,1,0,"January 4, 2022",mZF6Y7hpcpgstFcI,2022-01-04,1641272400.0,Shopping
com.ktv.weedfactory,Its a great game i love it,5,0,"February 8, 2022",mZF6Y7hpcpgstFcI,2022-02-08,1644296400.0,Role Playing
com.trivia.star.android,Too bs other than the trivia itself,2,0,"February 24, 2022",mZF6Y7hpcpgstFcI,2022-02-24,1645678800.0,Trivia
com.colt,love the books but I hate the wait. waiting for 24 hours for the next chapter is to much.,2,0,"May 28, 2019",mkf3cWmsYluBvA2s,2019-05-28,1559016000.0,Books & Reference
com.gpp.mininginc,Buggy! I'm stuck on level 5 can't figure out how to advance to the next level. The upgrade required appears to not be available!,1,0,"June 10, 2020",mkf3cWmsYluBvA2s,2020-06-10,1591761600.0,Strategy
com.kidsappbox.kidslearninggame,Great one,5,0,"March 17, 2021",mkf3cWmsYluBvA2s,2021-03-17,1615953600.0,Educational
com.opera.app.newslite,W jinbvqe,1,1,"June 14, 2021",mkf3cWmsYluBvA2s,2021-06-14,1623643200.0,News & Magazines
com.fossil.wearables.fossil,Super Happy,5,0,"August 18, 2021",mkf3cWmsYluBvA2s,2021-08-18,1629259200.0,Lifestyle
dating.app.chat.flirt.wgbcv,New here,3,0,"September 30, 2021",mkf3cWmsYluBvA2s,2021-09-30,1632974400.0,Dating
com.GMA.Ball.Sort.Puzzle,only I seen adds too much adds.. pls don't install this app...n the game is too much hang problem..don't waste ur time,1,0,"January 3, 2022",mkf3cWmsYluBvA2s,2022-01-03,1641186000.0,Casual
max.cryptotab.android,Its been quite challenging with this app. Id been on free mode and i wanted to pay for x5 cloudboost but it wasnt working. Meanwhile my money is already gone. Pls refer me to better sites that actually work and that i can make money from.,1,0,"January 13, 2022",mkf3cWmsYluBvA2s,2022-01-13,1642050000.0,Communication
com.newnormalgames.phonecasediy,Super,5,0,"March 25, 2022",mkf3cWmsYluBvA2s,2022-03-25,1648180800.0,Simulation
com.Zonmob.ShadowofDeath.FightingGames,I dunno just... this game makes me bored,2,0,"October 1, 2019",mmq0Sd8yFIKzFpOB,2019-10-01,1569902400.0,Action
se.foglo.svt,I like it,4,0,"February 14, 2020",mmq0Sd8yFIKzFpOB,2020-02-14,1581656400.0,Action
br.com.mistgames.muaway.game,Add characters like dark lord/rage fighter/summoner/lancer,4,0,"August 3, 2020",mmq0Sd8yFIKzFpOB,2020-08-03,1596427200.0,Role Playing
com.chrome.dev,Last update broke it. App crashes every few seconds,1,23,"August 9, 2021",mmq0Sd8yFIKzFpOB,2021-08-09,1628481600.0,Communication
com.nianticlabs.pokemongo,"What's with all of the updates!!?? This app is taking up so much space now,! I have to keep deleting apps that I love and need. If you all keep this up, Pokemon go will be the only app left on the phone. I'm disabled too and the recent changes in PokeStop distancing makes it not even worth playing anymore. Thank you for restoring the decrease in PokeStop distance. I am now adding another star",4,0,"December 6, 2021",mmq0Sd8yFIKzFpOB,2021-12-06,1638766800.0,Adventure
com.tapblaze.pizzabusiness,"The game is cute, I'll give it that. But some of the orders are just downright confusing or stressful and I'll make a customer mad for no reason. I feel like some of the more complicated orders should still be straightforward instead of having to ask the customer ""what?"" several times. Other than that it's pretty fun and easy to get sucked into, but some of the orders are just a bit convoluted.",4,274,"April 6, 2021",mu1b1P6oCmzCutkY,2021-04-06,1617681600.0,Casual
com.nianticlabs.pokemongo,"So the game is fun and all don't get me wrong but lately it's been randomly opening my internet browser of random sites. I tried uninstalling it and reinstalling it nothing's working, due to that issue it messes me up when I'm trying to play the game or when I'm on matches. Please fix this bug. UPDATE: Seems the latest update stopped the bug thankfully. Game is fun, but mostly if you're playing with friends or if you're playing it to pass time.",3,13,"August 18, 2021",mu1b1P6oCmzCutkY,2021-08-18,1629259200.0,Adventure
com.purascents.android,The product is great! But the app is quite frustrating. Before today I had to log back in every time I used the app which was annoying but at least I could turn on my scents. Today I can no longer login. The app times out while loading and takes me back to the login page over and over. So I can't even use the product.,2,4,"August 29, 2021",mu1b1P6oCmzCutkY,2021-08-29,1630209600.0,House & Home
com.imdb.mobile,"""Inconceivable!"" NOW with way more Graphics/Pics! than necessary. ""Inconceivably"" sloooooww loading. Don't use app as much anymore. Updated app ""image"" keeps the IMDB information hidden.",1,10,"December 30, 2021",mu1b1P6oCmzCutkY,2021-12-30,1640840400.0,Entertainment
com.rolling.lucky.slots.coin,Im so happy and fun,3,0,"March 3, 2022",mu1b1P6oCmzCutkY,2022-03-03,1646283600.0,Casino
com.airwatch.androidagent,Really shameful app,1,0,"March 17, 2022",mu1b1P6oCmzCutkY,2022-03-17,1647489600.0,Business
com.g5e.paranormalsocietypg.android,It's ok. Too slow,3,0,"May 7, 2018",mvFKrFInEIWnRICf,2018-05-07,1525665600.0,Puzzle
love.waiter.android,Super concept je suis pas trop applis de rencontre mais celle ci me plait bien.,5,13,"January 11, 2020",mvFKrFInEIWnRICf,2020-01-11,1578718800.0,Dating
com.webelinx.EscapeRoom.Free.Portrait.Game,Just thought I'd try it just got started ..so far so good. I'll come back later,3,0,"April 9, 2020",mvFKrFInEIWnRICf,2020-04-09,1586404800.0,Puzzle
com.giantssoftware.fs18.google,Guys wheres the udates we invested money good game needs updates . It is good to have steering wheel .,3,0,"January 3, 2021",mvFKrFInEIWnRICf,2021-01-03,1609650000.0,Simulation
com.marvel.unlimited,I'm just waiting for notifications when a new issue of my following series is released.,4,0,"September 21, 2021",mvFKrFInEIWnRICf,2021-09-21,1632196800.0,Comics
com.nianticlabs.pokemongo,"Great game!, I had no problems so far but one: The game took 1/7 tries to even play whenever i plai with Wi-Fi, No problem though, you don't really need one to play (Because of exploring: Data is more valuable anyway)",4,18,"February 25, 2022",mvFKrFInEIWnRICf,2022-02-25,1645765200.0,Adventure
com.nexon.sinoalice,Re zero,5,0,"May 26, 2021",mzbAltuXdHEavgrA,2021-05-26,1622001600.0,Role Playing
com.fossil.wearables.fossil,"so annoyed that you've taken away half the original watch faces, the only one I liked - mood has gone, whats the need in this? I'd even buy this watch face if I have to. I'm really not keen on the others. so so unhappy about this.",1,1,"September 11, 2021",mzbAltuXdHEavgrA,2021-09-11,1631332800.0,Lifestyle
com.budgestudios.googleplay.PawPatrolRescueWorld,It's ok,3,0,"October 10, 2021",mzbAltuXdHEavgrA,2021-10-10,1633838400.0,Casual
com.potatoplay.swordhunter,Love this game,4,0,"November 13, 2021",mzbAltuXdHEavgrA,2021-11-13,1636779600.0,Action
com.sgiggle.production,Lot of Nudity Steams,1,0,"February 28, 2022",mzbAltuXdHEavgrA,2022-02-28,1646024400.0,Social
fm.anchor.android,I love this platform Unfortunately I have been having issues as of lately. I'm still pretty new. I've recorded several shows but for some reason the last few shows I've done are just mysteriously missing For example: after the show is over. There is a moment where the show has to upload to your account. It then says your show is ready. This where you can edit or share what have u. When I click to begin editing or listen or share... my last 4 shows are not pulling up. Big problem #frewil,3,208,"April 17, 2020",n16c20SeTAL4zcrr,2020-04-17,1587096000.0,Music & Audio
com.digidiced.ixsrelease,Good game,4,0,"May 23, 2020",n16c20SeTAL4zcrr,2020-05-23,1590206400.0,Board
com.khg.doorkickers,"Great Game, definitely worth it. Really wish you could group people, that's really the only thing keeping this from 5 stars.",4,0,"June 15, 2020",n16c20SeTAL4zcrr,2020-06-15,1592193600.0,Strategy
com.ewa.ewaapp,This app doesn't work. Half the words in the books don't have definitions available.,1,0,"January 8, 2022",n16c20SeTAL4zcrr,2022-01-08,1641618000.0,Education
pdf.tap.scanner,my documents are VERY difficult to read. I have a brand new Samsung,3,0,"March 5, 2022",n16c20SeTAL4zcrr,2022-03-05,1646456400.0,Business
se.parkster.client.android,Best parking app in sweden basically.,5,0,"March 8, 2022",n16c20SeTAL4zcrr,2022-03-08,1646715600.0,Travel & Local
com.hutchgames.cccg,"Great game, very addictive! I like the fact that this racing game is different from typical games in the same category.",4,0,"July 1, 2019",n1EViecMhzHyUuVU,2019-07-01,1561953600.0,Racing
com.feralinteractive.gridas,I can't even play because of constant license verificationceverytime I open the app. I don't have internet connection all the time and it is very annoying. Please fix this asap. Edit: Please don't say that I just need to restart the game because it don't work.,1,5,"March 26, 2020",n1EViecMhzHyUuVU,2020-03-26,1585195200.0,Racing
com.mobsnake.verticalgallery,Ok,1,0,"March 8, 2021",n1EViecMhzHyUuVU,2021-03-08,1615179600.0,Photography
com.nianticlabs.pokemongo,"I love the game as a whole, but the different pricing for the same exact special lure box really upset me. So people could get it for 300 coins others 550 coins for the same exact items. That's not how this game should work. It should be the same price for everyone, who cares if you buy a lot of remote passes. That doesn't make you rich, it means you enjoy the game and willing to pay extra. Then the rare shinies are at 2% chance, so almost no chance at Heracross, Druddigon or Deino. 😢",4,208,"December 15, 2021",n1EViecMhzHyUuVU,2021-12-15,1639544400.0,Adventure
com.peacocktv.peacockandroid,It's worked fine up until recently. Now it doesn't get past the opening loading screen. I have tried reinstalling it but that made no difference. Please fix.,5,1,"March 31, 2022",n1EViecMhzHyUuVU,2022-03-31,1648699200.0,Entertainment
chat.meet.date.me,I like but need,3,0,"April 27, 2016",n3no12VrcbRKg29D,2016-04-27,1461729600.0,Dating
com.gamehouse.d11gp,Nice,4,0,"November 1, 2016",n3no12VrcbRKg29D,2016-11-01,1477972800.0,Casual
com.zulily.android,Love Zulily! Great products at great prices!,5,5,"June 15, 2020",n3no12VrcbRKg29D,2020-06-15,1592193600.0,Shopping
files.fileexplorer.filemanager,I am giving this app a 4 for now. I hate when these apps want you to rate them before you have even used them. I will rate it later after I have used it!!!!,4,4,"March 1, 2021",n3no12VrcbRKg29D,2021-03-01,1614574800.0,Tools
com.ketchapp.knifehit,This game sucks it's filled with ads,3,0,"April 24, 2021",n3no12VrcbRKg29D,2021-04-24,1619236800.0,Arcade
com.nianticlabs.pokemongo,"I deleted the game after playing since the release. The lagging is horrible and know for a fact that it isn't just affecting me. Numerous times me and my friends have frozen at the near end of a raid(passes we used money for.) In pvp I'm being hit with a charged attack before I even get to the point where I can attack. Will stay frozen on the count down for enough time that everyone has an advantage over me. For the trainers that enjoy battles, you're better off investing your money elsewhere.",1,107,"December 9, 2021",n3no12VrcbRKg29D,2021-12-09,1639026000.0,Adventure
pedometer.steptracker.calorieburner.stepcounter,"Excellent app, easy to use and free!",5,0,"March 29, 2022",n3no12VrcbRKg29D,2022-03-29,1648526400.0,Health & Fitness
com.asobimo.pokebel,Doesnt even give me the character I made they just give me the default look. And every dialog takes ten seconds to load. And other players dont load they just glitch. And the camera sucks.,1,5,"August 21, 2019",n4iv2UOS9A1cJAww,2019-08-21,1566360000.0,Role Playing
com.yoozoogames.carromfriendsboardgames,Niceeeee,2,0,"August 27, 2020",n4iv2UOS9A1cJAww,2020-08-27,1598500800.0,Sports
com.tuokio.boomslingers,"There are bugs during the game and it automatically disrupts the matches resulting in my loss. Great, after the update, I am again reseted to rank and all my progress related to the cup are lost. The unlocked cards are still there though.",4,7,"January 25, 2022",n4iv2UOS9A1cJAww,2022-01-25,1643086800.0,Action
com.keeptruckin.android,Best compliant keep you ahead of the game,5,0,"March 13, 2022",n4iv2UOS9A1cJAww,2022-03-13,1647147600.0,Maps & Navigation
com.aladinfun.piggytravel.android,Really fun game to help pass the time. Especially if you love dice and board games or city building,5,0,"March 25, 2022",n4iv2UOS9A1cJAww,2022-03-25,1648180800.0,Casual
com.google.android.apps.recorder,needs automatic share to google drive,4,0,"December 7, 2019",n8Z1ET3m2uuGNZkZ,2019-12-07,1575694800.0,Tools
com.nordcurrent.fashion,Love the game but now it wont let me update to keep playing! Also items are to expensive with diamonds you need to purchase diamonds or wait until you complete a challange to see if you won any.,3,2,"July 5, 2021",n8Z1ET3m2uuGNZkZ,2021-07-05,1625457600.0,Casual
com.Kraken.TinyWorlds,Fun game but do not unlock the other species. dragons are the best the others just make the game harder to progress as you don't get the ones you whant and save jems for a second pet slot don't buy pets unless legendary pets op swipe damade not so good so don't upgrade,3,4,"August 24, 2021",n8Z1ET3m2uuGNZkZ,2021-08-24,1629777600.0,Simulation
com.vizio.vue.launcher,Needs work. App just stays on black screen when opened. Unable to control TV anymore. Uninstalled and reinstalled the app but no improvements,1,2,"December 15, 2021",n8Z1ET3m2uuGNZkZ,2021-12-15,1639544400.0,Entertainment
com.nekki.shadowfight,Dude I'm not going to lie this game is nostalgic. Before my other phone was lost and got a new one this game was ones I played. It's satisfying to get critical. The only thing I don't like is that further on into the game in turns into pay to win.,5,51,"January 4, 2022",n8Z1ET3m2uuGNZkZ,2022-01-04,1641272400.0,Action
com.viacom.betplus,I can't login after downloading.,1,0,"January 10, 2022",n8Z1ET3m2uuGNZkZ,2022-01-10,1641790800.0,Entertainment
com.mercatustechnologies.android.pc,very helpful,4,0,"April 6, 2022",n8Z1ET3m2uuGNZkZ,2022-04-06,1649217600.0,Shopping
com.netease.g93na,after finish download and i try to open it. but it only appear netease after that black screen. pls fix this. i'm using samsung s10 plus 128gb 6gb ram. pls ya,2,1,"May 28, 2019",n8sesDrPVaqKts3T,2019-05-28,1559016000.0,Action
com.tocaboca.tocavacation,"This is a great game in my opinion. I remeber when I begged my parents for it along with my brother. When we finally got it, I was so excited! But abit guilty too, because $4 for an app is abit much.",5,330,"April 18, 2020",n8sesDrPVaqKts3T,2020-04-18,1587182400.0,Education
com.flaregames.projectmacro,maganda,5,0,"January 22, 2021",n8sesDrPVaqKts3T,2021-01-22,1611291600.0,Strategy
com.philips.ka.oneka.app,Very useful and great images tasty new recipes,5,1,"March 9, 2021",n8sesDrPVaqKts3T,2021-03-09,1615266000.0,Food & Drink
com.squareup,The equipment and app has worked perfectly each and every time. Happy customer!,5,0,"September 8, 2021",n8sesDrPVaqKts3T,2021-09-08,1631073600.0,Business
com.moonfrog.ludo.club,Bad game they make you lose to buy stuff from them not recommend,1,0,"March 2, 2022",n8sesDrPVaqKts3T,2022-03-02,1646197200.0,Board
com.romwe,Upset I couldn't make a purchase the app did not accept any form of payment I added. Now I'm concerned if my info has been compromised. Hope not.,1,0,"November 24, 2019",nANMe5LCszGjLeeu,2019-11-24,1574571600.0,Shopping
me.greenlight,"Works great for my teenage son , im able to set an amount to give him each week as well set it to where the card can be used at",5,1,"April 26, 2020",nANMe5LCszGjLeeu,2020-04-26,1587873600.0,Finance
com.noctuasoftware.stellarium_plus,Best of the best.,5,0,"May 2, 2020",nANMe5LCszGjLeeu,2020-05-02,1588392000.0,Education
com.abstractsoft.hybridanimals,I've once again lost all of my stuff I had made payments and lost all,2,2,"August 20, 2020",nANMe5LCszGjLeeu,2020-08-20,1597896000.0,Simulation
com.saiyun.avgchapters.episodestories.romance,Cost money,2,0,"October 28, 2020",nANMe5LCszGjLeeu,2020-10-28,1603857600.0,Simulation
com.audiobooks.androidapp,Really enjoyed this app. Did what I was hoping for.,4,0,"April 7, 2021",nANMe5LCszGjLeeu,2021-04-07,1617768000.0,Books & Reference
com.sec.penup,"My app recently updated and now it's crashing in the middle of projects and not saving anything :( it's getting really frustating, I started to get used to the changes and the layers and how I could improve my drawings and it deleted everything... now it's giving me more anxiety than it's helping me with it :(",3,8,"April 8, 2021",nANMe5LCszGjLeeu,2021-04-08,1617854400.0,Art & Design
com.cooyostudio.marble.blast,👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,1,0,"January 31, 2022",nANMe5LCszGjLeeu,2022-01-31,1643605200.0,Casual
com.paurau.MakeHer,This is no game for kids furios that it appears on my kids table,1,0,"March 8, 2022",nANMe5LCszGjLeeu,2022-03-08,1646715600.0,Simulation
com.nova.DemonSouls,Awesome game,5,0,"October 28, 2018",nE3y4cb7xCdbaE8f,2018-10-28,1540699200.0,Role Playing
com.happymeal.mcplay,its good at first there not that many games but im getting the update,5,23,"March 6, 2019",nE3y4cb7xCdbaE8f,2019-03-06,1551848400.0,Puzzle
com.king.diamonddiariessaga,CAUTION! This game is just slightly more addictive than Meth!,5,4,"March 26, 2019",nE3y4cb7xCdbaE8f,2019-03-26,1553572800.0,Casual
com.dragonest.autochess.google,"This game at first is really addictive and fun. But the random character bank is complete nonsense. You can be searching for a common piece to finally upgrade so that maybe you stand a chance, but it never comes. While the other players will have 3 star rare characters. And to on top of that I tried saying ""this game is ridiculous"" in the match chat and it auto corrects me to say ""Love auto chess, Love Life!"" it does this with anything u say negatively about the game. Uninstalling.",2,10,"July 31, 2019",nE3y4cb7xCdbaE8f,2019-07-31,1564545600.0,Strategy
com.fourflash.usconflict,Worst game... Don't download.....,1,0,"May 24, 2020",nE3y4cb7xCdbaE8f,2020-05-24,1590292800.0,Strategy
com.playdigious.deadcells.mobile,"Very good porting, co trims are a big wacky",3,0,"September 18, 2021",nE3y4cb7xCdbaE8f,2021-09-18,1631937600.0,Action
com.higgs.cubemaster3d,"I liked the game, but the constant ads in the middle of play... like you seriously clear 1 block and an ad pops up. It's just too much.",2,0,"October 28, 2021",nE3y4cb7xCdbaE8f,2021-10-28,1635393600.0,Puzzle
com.gma.water.sort.puzzle,good,3,0,"January 10, 2022",nE3y4cb7xCdbaE8f,2022-01-10,1641790800.0,Puzzle
com.bravo.booster,It gives my phone that it really needs,5,4,"February 25, 2022",nE3y4cb7xCdbaE8f,2022-02-25,1645765200.0,Tools
com.unitedfun.prod.apollo,I LOVE IT ITS A CUTE GAME OF FUN I DID ALL THE GACHAS AND I JUST GOT MORE YOU GET A FREE GACHA IT FUN ITS A GAME THAT YOU ARE IN ITS SO PRETTY MUCH THE SAME WAY A ANIME CAN BE PLEASE PLAY ITS FUN NICE AND COOL #LOL LOVE GAME ♡♡♡♡♡♡♡♡♡,5,3,"July 8, 2019",nHP4Aab3Tx2giukA,2019-07-08,1562558400.0,Casual
com.thankyo.hwgame,Awesome salary and good app for making new friends. No other app gives this much salary.,5,1,"October 21, 2020",nHP4Aab3Tx2giukA,2020-10-21,1603252800.0,Social
com.tocaboca.tocahairsalon4,"Cash grab. Previous iterations were all included for a single 1.99 or 2.99. Now it's all divided. Makeup, clothes, accessories, basic functionality for a salon all behind a paywall. Disappointed to see auch a good company go this direction.",2,9,"November 12, 2020",nHP4Aab3Tx2giukA,2020-11-12,1605157200.0,Education
com.nianticlabs.pokemongo,It is the best game ever there is so many pokemon you can catch it so fun and a big time killer it is also very simple and fun for most,5,1,"January 14, 2022",nHP4Aab3Tx2giukA,2022-01-14,1642136400.0,Adventure
com.coinbase.pro,This is bad. Why won't my app allow me to turn on biometric security anymore? I've had coinbase for ages. Why all of a sudden the errors?!,1,1,"February 24, 2022",nHP4Aab3Tx2giukA,2022-02-24,1645678800.0,Finance
com.languagedrops.drops.learn.learning.speak.language.french.words,"its fun lol it goes a bit too fast though, id like to spend more time on words to better know them so i dont forget as easily, and id like to practice more than 5 mins a day, i had to get other apps so i could learn faster",5,1,"June 4, 2019",nJ2JtSWMx5WQNvb5,2019-06-04,1559620800.0,Education
com.huuuge.casino.slots,"I REALLY LIKE THESE SLOTS,REALLY FUN N ALOT 2 CHOOSE FROM!! But I'm almost ready to uninstall this too many ads",3,0,"October 25, 2021",nJ2JtSWMx5WQNvb5,2021-10-25,1635134400.0,Casino
com.nianticlabs.pokemongo,"Varry good game just if you could add new things in raids,and at lvl 20+ you can get to find legendaries in the wild.😁😋 and it won't take up alot of space pls😔😁🥺🥺🥺🥺🥺",5,0,"January 21, 2022",nJ2JtSWMx5WQNvb5,2022-01-21,1642741200.0,Adventure
com.roku.remote,Works great. Have had this app for awhile now and have had not one problem with it at all. Never have to worrie about losing the small remote that came with my roku tv.,5,1,"March 11, 2022",nJ2JtSWMx5WQNvb5,2022-03-11,1646974800.0,Entertainment
com.devsisters.ck,"I love this game, I used to be on gold 3. But, I reseted my phone and didn't do better:((",5,0,"March 21, 2022",nJ2JtSWMx5WQNvb5,2022-03-21,1647835200.0,Role Playing
com.budgestudios.ThomasAndFriendsGoGoThomas,Good game,4,1,"March 17, 2017",nK3xjXVnJiAUPdBw,2017-03-17,1489723200.0,Racing
com.equalizer.volume.music.bass.booster.tool,"if you know how to use it, it is amazing! otherwise you can just toy with it until you're satisfied. great app though!",5,0,"February 14, 2019",nK3xjXVnJiAUPdBw,2019-02-14,1550120400.0,Libraries & Demo
com.plushcare.plushcare.prod,"Fantastic experience, fast thorough and so easy!",5,0,"August 13, 2019",nK3xjXVnJiAUPdBw,2019-08-13,1565668800.0,Medical
com.nianticlabs.pokemongo,"I enjoy the game itself. But it can't stay connected to bluetooth devices if its life depended on it. Regardless the battery life, and regardless the phone, peripherals just disconnect all the time. It's extremely negatively impacting my experience with Pokémon GO, as I am too busy to spend the time I need to progress in this long game without peripherals.",2,11,"February 16, 2020",nK3xjXVnJiAUPdBw,2020-02-16,1581829200.0,Adventure
com.mixvibes.crossdjapp,I've just paid for pro and it will not install :/,1,11,"April 14, 2020",nK3xjXVnJiAUPdBw,2020-04-14,1586836800.0,Music & Audio
com.lovinga,"I can wait to go on a date finally it's been almost 3 whole years and I've just found out that my relationship is on the fritz so rocky I couldn't even be more than ecstatic if this app helps me to see cause lately I've been going too blind to often to be cool with myself ,maybe it's all something to do with the bible code and it would be snazy to try and talk to someone about that also good luck to all of you out there!!!!!!!",5,32,"February 14, 2021",nK3xjXVnJiAUPdBw,2021-02-14,1613278800.0,Dating
com.observa.observa,So far so good,4,0,"April 29, 2021",nK3xjXVnJiAUPdBw,2021-04-29,1619668800.0,Business
com.facebook.katana,"I think you get the scratch lottery bonus card say you can win a good amount but I never get over 200,000 but other than that it is a good game I'm very impressed. Thanks",5,34,"January 30, 2022",nK3xjXVnJiAUPdBw,2022-01-30,1643518800.0,Social
com.prpr.musedash,Good,1,0,"February 21, 2022",nK3xjXVnJiAUPdBw,2022-02-21,1645419600.0,Music
com.google.android.apps.translate,Very bad update old version is far more better.,1,2,"March 24, 2022",nK3xjXVnJiAUPdBw,2022-03-24,1648094400.0,Tools
com.boranuonline.idates,Find fun excellent,3,0,"October 12, 2019",nKe7Gmv9dURMGtQZ,2019-10-12,1570852800.0,Dating
com.radio.fmradio,Drain battery fast. 45% its is on top of the battery drainage list. Please try to reduce battery usage .thanks.,3,5,"December 3, 2019",nKe7Gmv9dURMGtQZ,2019-12-03,1575349200.0,Music & Audio
com.kraftwerk9.rokie,I really appreciate this remote app after losing my mind trying to find a lost remote control for the TV....Thank God for this app...😘😘😘,5,5,"March 29, 2020",nKe7Gmv9dURMGtQZ,2020-03-29,1585454400.0,Tools
com.turner.stevenrpg,I love this game. Its really good,5,1,"July 28, 2020",nKe7Gmv9dURMGtQZ,2020-07-28,1595908800.0,Role Playing
net.skillcap.farkle,Very fun,5,0,"December 31, 2021",nKe7Gmv9dURMGtQZ,2021-12-31,1640926800.0,Board
com.adidas.app,"What's going on with the address problem? Used to be a great app, but can't get anything delivered to my address now.",1,0,"March 30, 2022",nKe7Gmv9dURMGtQZ,2022-03-30,1648612800.0,Shopping
com.antivirus,"Good app. It serves the purpose without being too intrusive with updates. It's a little annoying that it keeps notifying ""look what we found"", and when you tap, nothing was found, but overall, seems to work pretty well.",4,0,"March 3, 2020",nctO86JeexeXRa6s,2020-03-03,1583211600.0,Tools
